age,salary,experience_years,education_level,department,city,gender,score,last_promotion_years,joining_year,projects_completed,overtime_hours, leaves_taken,performance_rating,work_life_balance,travel_frequency
45,67322.0,14.0,Master,HR,Hyderabad,Female,46.259302724447,3,2020,40,11,32,4,3.2968320605538164,Very Often
38,122842.0,2.0,High School,HR,Bangalore,Female,73.34104434260126,0,2024,24,15,37,3,1.3634442637248583,Often
63,81245.0,14.0,Master,Sales,Bangalore,Female,97.53706505454302,0,2002,29,6,15,2,1.079231148003486,Often
30,71514.0,23.0,High School,IT,Bangalore,Male,54.74848939059963,5,2023,47,26,30,4,4.9430367436997,Rarely
44,38608.0,7.0,PhD,HR,Pune,Other,69.90415947031015,1,2005,39,9,14,5,2.097468691396733,Often
53,124675.0,4.0,Bachelor,Finance,Hyderabad,Male,2.0084810012095944,14,2013,27,5,1,5,1.2889604605205065,Rarely
24,87262.0,3.0,High School,Sales,Hyderabad,Other,51.966510562644416,4,2011,1,4,12,2,3.153917033213822,Very Often
39,112118.0,13.0,PhD,Marketing,Hyderabad,Female,25.58004060419422,14,2007,24,17,4,3,2.250390110737836,Rarely
27,91327.0,15.0,Bachelor,Sales,Bangalore,Other,13.124464235054212,1,2001,17,15,32,2,2.4303750303845364,Very Often
56,77225.0,19.0,High School,HR,Pune,Other,70.85980846813278,8,2008,23,2,31,5,2.4150536600585157,Often
32,93994.0,23.0,High School,IT,Hyderabad,Other,3.908948890834185,1,2013,17,2,20,4,1.9947574865369315,Often
32,141701.0,5.0,PhD,Marketing,Delhi,Other,90.48651515770577,4,2000,26,4,1,3,4.870719205299533,Very Often
21,37221.0,30.0,Master,IT,Hyderabad,Female,51.77736598708423,3,2002,43,1,35,2,2.060883174198946,Often
49,68506.0,5.0,High School,Sales,Mumbai,Male,64.82301151893788,10,2019,34,26,32,3,3.228198816194092,Very Often
40,40968.0,34.0,High School,IT,Delhi,Other,25.34347991262664,0,2005,33,0,10,4,1.9544977700273893,Rarely
23,147677.0,14.0,PhD,IT,Hyderabad,Female,,9,2019,37,3,22,5,4.047440662155134,Very Often
41,102606.0,,Master,Sales,Bangalore,Female,24.375362111201394,8,2012,5,9,37,2,1.9160726100428724,Rarely
37,47937.0,2.0,Bachelor,Marketing,Hyderabad,Female,,2,2010,48,12,32,5,3.458620121281539,Often
54,82435.0,10.0,Master,IT,Pune,Female,86.45016282934517,9,2014,15,2,39,2,4.335839352768151,Rarely
37,69508.0,2.0,Master,IT,Pune,Other,78.73394014624485,7,2017,22,10,7,3,2.0865286349117245,Rarely
29,146695.0,27.0,PhD,Sales,Hyderabad,Male,,3,2018,27,2,35,1,4.212968223086159,Often
50,61831.0,9.0,Master,Finance,Bangalore,Female,73.48720436583982,10,2018,12,27,35,2,1.3699497842608106,Often
45,62933.0,32.0,PhD,IT,Bangalore,Male,64.35503614644213,12,2005,11,9,32,2,1.4656209103650975,Rarely
25,67307.0,15.0,Bachelor,HR,Bangalore,Male,52.78746897306683,12,2014,10,26,28,5,2.602335168482115,Very Often
18,68340.0,9.0,High School,Marketing,Hyderabad,Male,26.54818263799088,8,2020,46,21,30,1,2.6277053617294186,Rarely
54,122951.0,,High School,IT,Hyderabad,Female,70.53629577271158,4,2013,48,27,29,1,3.065922036388458,Often
39,128306.0,35.0,PhD,Sales,Mumbai,Female,13.658440521852667,1,2004,21,8,7,1,1.0947524552122863,Very Often
23,,2.0,PhD,HR,Pune,Female,51.106154356712075,7,2010,30,25,25,1,1.46856094049671,Rarely
38,63601.0,4.0,Master,Sales,Delhi,Male,19.527476850561598,12,2019,26,28,22,4,1.0410999078730114,Often
49,95956.0,11.0,Master,IT,Delhi,Female,,3,2012,26,9,25,3,4.818088801487292,Very Often
52,92178.0,12.0,High School,HR,Pune,Female,29.390741287435496,13,2012,39,26,37,2,2.2533981195794452,Often
32,105311.0,23.0,High School,Marketing,,Male,5.347966953648631,1,2003,25,12,38,3,3.752280180594856,Very Often
22,,31.0,High School,Marketing,Pune,Female,50.370901286397974,5,2008,6,29,1,3,3.433762516525125,Rarely
63,63310.0,15.0,PhD,Marketing,,Other,18.183020869995236,0,2022,10,17,25,3,3.8988348935761628,Very Often
67,89893.0,31.0,Bachelor,Finance,Mumbai,Other,16.11550325691531,7,2012,21,20,17,3,4.53140887737538,Very Often
65,106799.0,36.0,Bachelor,Sales,Bangalore,Other,38.43658976776988,8,2007,39,17,26,4,1.932591803103008,Rarely
23,140007.0,35.0,PhD,IT,Pune,Other,36.17871578533634,6,2019,18,21,16,5,2.703008070751801,Very Often
42,68367.0,20.0,Master,HR,Delhi,Male,86.69578656122683,12,2010,37,16,14,4,2.3137773605219074,Rarely
63,33201.0,11.0,Bachelor,Sales,Hyderabad,Female,56.46370228937088,12,2018,19,16,6,2,1.3298599398780868,Often
57,22739.0,20.0,Master,IT,Hyderabad,Other,85.45674281347499,8,2000,18,24,16,1,1.1277021735872337,Often
46,33231.0,20.0,High School,Finance,Pune,Other,14.683565414207589,1,2008,18,25,18,5,4.059157137547357,Often
24,145610.0,5.0,High School,IT,Hyderabad,Female,35.73102700556441,10,2024,35,4,26,2,1.5169099192949642,Rarely
57,127814.0,,Master,Sales,Mumbai,Male,55.53296176035497,0,2001,46,8,39,1,1.0614560383769365,Rarely
30,62495.0,0.0,High School,IT,Hyderabad,Other,15.31280694099475,6,2003,26,11,16,4,2.753639488879654,Rarely
55,41168.0,11.0,PhD,HR,Mumbai,Female,12.80570663248055,3,2003,16,11,31,3,2.289068521720299,Rarely
35,52624.0,13.0,Master,Finance,Mumbai,Female,66.14015982119768,9,2000,17,23,15,2,1.2644294938753422,Often
19,,5.0,Master,HR,Delhi,Other,65.38339708032017,7,2017,19,24,29,3,1.2063662792883232,Rarely
25,29964.0,0.0,Master,Finance,Hyderabad,Other,23.415866408593878,2,2013,43,24,13,3,4.652624598931622,Often
28,47785.0,21.0,Bachelor,Finance,Delhi,Female,22.71235554389075,6,2012,41,23,17,3,4.758693906996674,Very Often
50,,33.0,Master,IT,Hyderabad,Female,74.54457793300838,6,2007,40,18,21,5,2.9291621931823695,Very Often
55,102797.0,10.0,Master,HR,Mumbai,Other,,10,2005,7,6,15,1,4.393138973357061,Often
65,104790.0,2.0,Master,Finance,Hyderabad,Other,92.32634966766565,14,2016,39,19,15,3,4.2003714875543245,Very Often
44,96928.0,5.0,Bachelor,Finance,Delhi,Other,94.37385210405105,9,2022,10,23,25,2,3.317412389940937,Often
37,32336.0,5.0,High School,IT,Bangalore,Other,,8,2010,29,22,5,5,4.003212138882348,Rarely
29,97475.0,19.0,Bachelor,Sales,Delhi,Male,21.06772990265592,10,2014,11,11,6,1,4.722165537348634,Often
60,47412.0,20.0,PhD,Sales,Bangalore,Female,1.680174977386284,3,2006,22,8,8,2,3.2652214004837252,Rarely
48,102212.0,1.0,Master,Marketing,Pune,Other,93.669084182523,13,2021,5,7,25,5,3.04667682836171,Very Often
44,95379.0,25.0,PhD,Marketing,Delhi,Female,34.39718273535113,9,2007,34,29,1,5,1.014174461307106,Often
49,65591.0,30.0,Bachelor,Finance,Hyderabad,Other,31.04102649883461,12,2010,14,18,35,1,3.168569002045274,Rarely
27,81750.0,25.0,High School,Sales,Bangalore,Male,26.167758015714938,13,2020,37,20,2,3,4.270003744522375,Often
20,110648.0,31.0,High School,Finance,Hyderabad,Female,24.453617304888986,0,2001,27,2,20,2,4.048413819396118,Often
62,116134.0,9.0,Master,HR,Bangalore,Male,73.45532904416567,6,2019,6,10,2,4,3.5831858379896877,Often
44,55454.0,22.0,High School,Sales,Delhi,Female,90.7893628487426,9,2010,5,11,8,3,1.09833896168497,Very Often
52,118537.0,5.0,Bachelor,Sales,Delhi,Male,78.60563659352245,11,2013,26,24,11,4,4.701457885536511,Rarely
48,82672.0,22.0,Bachelor,Sales,Hyderabad,Other,,13,2023,1,16,7,2,2.716423914763954,Very Often
32,47228.0,27.0,High School,Marketing,Delhi,Other,28.775756281143018,5,2012,5,6,36,4,3.286139723541653,Rarely
33,,29.0,Master,IT,Hyderabad,Male,54.69634752944371,10,2007,31,24,20,4,2.5909146769334437,Often
30,104294.0,13.0,Master,IT,Mumbai,Other,23.69671726249368,0,2011,28,2,36,1,2.395517860350904,Very Often
66,87808.0,36.0,Bachelor,Marketing,Bangalore,Male,11.150710420695752,8,2020,33,6,39,1,3.0423754212943477,Rarely
52,102886.0,31.0,High School,Marketing,Hyderabad,Male,12.029296240052767,9,2021,0,6,2,1,2.9787951848129146,Rarely
69,135577.0,33.0,Bachelor,Marketing,Bangalore,Female,60.376910523816605,7,2008,14,26,20,4,2.425658286817935,Very Often
28,73015.0,21.0,Bachelor,IT,Mumbai,Male,3.847965877680759,9,2009,9,13,25,4,4.215416663342836,Rarely
38,108074.0,30.0,PhD,Finance,Bangalore,Female,97.32544958036175,3,2010,9,1,23,5,1.2024612662385876,Rarely
68,88936.0,6.0,Bachelor,Marketing,Hyderabad,Male,99.54664634965246,14,2010,9,15,33,5,1.4680903465138382,Often
28,100907.0,20.0,Master,Finance,Delhi,Female,,14,2015,36,20,31,1,1.3301586775880994,Rarely
47,77378.0,15.0,High School,Finance,Bangalore,Female,,4,2017,31,9,26,5,3.2599715158187523,Rarely
65,57310.0,19.0,High School,HR,Bangalore,Other,76.80760185554817,7,2020,35,13,29,3,2.6500661814009985,Very Often
52,121827.0,18.0,PhD,IT,Mumbai,Female,95.50668269525322,1,2008,24,28,3,5,2.8081763544433045,Rarely
39,103683.0,31.0,PhD,Finance,Pune,Female,89.13211744425651,5,2002,14,6,1,5,3.306990479885151,Often
55,88827.0,14.0,Master,IT,Delhi,Male,25.475518389266437,9,2021,8,1,22,3,2.295872554549314,Very Often
48,55256.0,4.0,PhD,IT,,Female,8.519693380961513,1,2003,15,25,3,3,1.7325056058692043,Very Often
31,,10.0,Bachelor,HR,Mumbai,Other,28.87293607523931,14,2019,40,9,36,2,2.2273285616812064,Rarely
41,119862.0,14.0,Bachelor,IT,Hyderabad,Male,,11,2018,18,1,10,4,4.975952754852756,Very Often
67,122994.0,28.0,Master,Finance,Hyderabad,Female,35.99383172127245,10,2009,45,26,35,4,4.810755106575104,Very Often
66,58889.0,3.0,High School,Sales,Bangalore,Male,77.38691228996784,7,2012,43,12,35,1,4.82654072634764,Very Often
49,71428.0,35.0,Master,Finance,Mumbai,Male,25.778788789832397,4,2000,11,21,14,2,1.1105220552670443,Often
53,130502.0,22.0,PhD,Finance,Mumbai,Male,85.86371157368919,11,2011,34,1,36,2,1.3578044465052996,Often
49,57207.0,14.0,High School,IT,Delhi,Male,,9,2010,42,9,2,2,1.1828379359917212,Rarely
32,70255.0,2.0,High School,Finance,Pune,Male,36.13520449373714,2,2023,4,13,29,2,4.261885903666947,Often
60,125824.0,31.0,High School,Sales,Hyderabad,Female,44.780906772196474,1,2004,37,16,22,5,4.965473580236436,Rarely
52,111531.0,9.0,PhD,IT,Delhi,Male,29.121814255113787,3,2001,5,18,32,2,3.171952993134772,Very Often
20,25409.0,39.0,Bachelor,Marketing,,Male,,7,2016,13,11,0,1,3.803326240725565,Often
33,62438.0,37.0,Bachelor,Finance,,Other,,0,2016,47,16,0,4,2.4088921554744616,Often
22,130410.0,21.0,PhD,Finance,Bangalore,Other,88.7025773425854,9,2019,11,5,2,2,4.061605536498313,Often
38,130238.0,13.0,PhD,HR,Bangalore,Male,96.35886585354304,14,2014,49,3,8,4,3.6243329859173947,Often
27,115359.0,16.0,Master,Marketing,Hyderabad,Female,85.98071525450194,2,2003,21,1,31,3,4.203842749831679,Very Often
36,27869.0,20.0,Master,Marketing,Mumbai,Other,52.262517227649155,12,2021,44,28,12,1,3.0000958776472855,Very Often
42,121260.0,14.0,Bachelor,Sales,Pune,Other,50.9808402613824,0,2010,40,14,30,3,1.776070860595493,Often
21,76862.0,14.0,PhD,Marketing,Bangalore,Male,21.587264728061516,1,2022,49,27,20,2,2.902893212405237,Very Often
46,107937.0,0.0,Master,HR,Pune,Female,59.22776624734419,9,2000,3,22,22,5,2.2483708828765447,Very Often
36,45958.0,23.0,PhD,Sales,Delhi,Female,95.27257254401017,10,2009,42,22,12,5,3.7764277267564053,Very Often
60,96302.0,11.0,PhD,Marketing,Delhi,Other,8.060652764707532,14,2017,17,23,25,1,1.547398879890828,Rarely
19,39768.0,9.0,Bachelor,Sales,Hyderabad,Other,75.24574143450789,6,2014,30,15,24,2,2.327644053545455,Often
27,116330.0,30.0,Bachelor,Marketing,Hyderabad,Other,86.9539554323852,0,2018,34,11,7,2,1.026308597656946,Rarely
60,46145.0,,PhD,Marketing,Hyderabad,Other,98.67034844956474,8,2024,3,27,39,2,4.262101622187419,Rarely
42,95622.0,15.0,High School,Marketing,Bangalore,Other,33.475771576693035,7,2003,8,6,29,2,2.6265052428474904,Very Often
37,128739.0,8.0,High School,Finance,Pune,Male,35.55741462349914,0,2005,44,12,4,1,4.104748824876641,Rarely
65,46442.0,13.0,PhD,Marketing,Delhi,Male,22.977524165714915,9,2001,14,0,23,1,1.3903958076106195,Very Often
36,101948.0,18.0,Bachelor,Finance,Pune,Male,78.90636259812463,0,2012,41,18,9,1,1.7751834569175347,Very Often
40,143585.0,30.0,High School,IT,Bangalore,Other,14.00396004480131,1,2001,20,12,18,5,4.401873108955096,Rarely
41,45596.0,8.0,Bachelor,HR,Pune,Male,26.776696129824117,1,2012,31,0,34,2,3.381840314933158,Often
28,95791.0,35.0,High School,Sales,Pune,Other,29.526235777047404,5,2014,8,1,21,3,1.0236011063630421,Often
63,62406.0,38.0,PhD,Sales,Hyderabad,Female,37.49306187235868,0,2017,47,0,38,4,4.620513642385702,Very Often
51,60524.0,25.0,Master,IT,Pune,Female,42.16649036119298,3,2010,31,11,37,1,4.93399161109804,Rarely
45,43332.0,7.0,Master,Marketing,Pune,Male,55.90249647798456,6,2004,15,24,6,1,3.6447401647429207,Often
22,,23.0,Bachelor,HR,Pune,Female,94.83733214978106,12,2024,44,22,38,5,3.91129974897466,Rarely
22,35764.0,7.0,Bachelor,IT,Mumbai,Female,24.727974761079984,12,2013,4,24,19,5,1.5344033734111102,Rarely
68,47563.0,18.0,High School,IT,Delhi,Female,77.92205889256557,11,2021,41,23,39,4,4.0649971900607405,Rarely
38,107675.0,29.0,PhD,Sales,,Male,67.63902888683909,8,2015,30,9,31,5,1.3959779872675826,Very Often
29,56370.0,21.0,High School,Finance,Pune,Female,11.605022974758338,9,2013,24,1,1,1,4.5589937549879345,Very Often
67,25062.0,8.0,PhD,Finance,Hyderabad,Male,81.03767513604528,2,2008,0,0,14,2,3.0192240421469587,Very Often
21,64645.0,3.0,PhD,Marketing,Hyderabad,Other,9.061177962986488,3,2005,2,4,9,2,1.5647142262087947,Often
66,142759.0,36.0,Bachelor,Marketing,Hyderabad,Other,73.89262296454191,4,2008,20,22,20,5,1.3548496496730542,Rarely
59,27244.0,7.0,Master,IT,Delhi,Male,71.5786745237754,4,2004,27,1,14,4,2.7604586480521625,Very Often
37,26372.0,0.0,Master,Marketing,Bangalore,Male,68.94018616370677,1,2010,2,3,33,2,1.0213548961264443,Rarely
55,125409.0,27.0,Bachelor,Finance,Pune,Female,27.66923434895503,12,2011,41,22,34,1,4.8449068482598605,Rarely
42,146248.0,5.0,Master,HR,Delhi,Other,57.336698949012735,4,2016,31,28,4,2,1.6827373592281445,Very Often
31,105501.0,35.0,Bachelor,Sales,Hyderabad,Female,76.15777908000503,9,2005,31,13,18,4,2.678073003485471,Often
28,137450.0,10.0,High School,Finance,Delhi,Other,63.75919449285168,0,2019,48,8,6,5,3.4266841629104943,Very Often
49,84471.0,4.0,PhD,Marketing,Delhi,Female,80.43057205447003,6,2024,29,5,35,3,3.6992647363982174,Rarely
28,130533.0,23.0,Master,Sales,,Female,68.78823649259398,13,2005,49,22,17,2,3.2592379699861294,Rarely
35,36956.0,17.0,Master,Sales,Hyderabad,Other,27.444988809223148,14,2014,12,23,5,1,1.7143607711070659,Often
44,60473.0,19.0,High School,IT,Bangalore,Female,15.305654482313802,4,2016,33,11,3,4,2.8871999913779662,Very Often
35,33894.0,,High School,Marketing,Mumbai,Other,63.197898634814585,5,2021,47,11,4,2,2.2903858398090264,Rarely
40,130584.0,12.0,Master,IT,Pune,Male,75.97583808707215,13,2002,3,23,13,3,1.3575194208295485,Rarely
28,118918.0,4.0,Master,Sales,Pune,Female,14.232295236563331,8,2018,17,28,32,5,2.5500967934759737,Rarely
38,89586.0,,Bachelor,IT,Delhi,Other,17.48204578624216,2,2022,31,8,20,2,3.4353325984192624,Rarely
61,36709.0,0.0,Bachelor,Marketing,Bangalore,Other,1.206934725840625,0,2001,13,27,12,4,1.4082043420325503,Very Often
22,101258.0,21.0,Master,Finance,Hyderabad,Female,53.17491810358468,7,2008,31,29,1,2,1.6599096641703475,Very Often
40,138428.0,17.0,Bachelor,HR,Mumbai,Other,54.22910477471825,1,2008,5,14,14,5,1.3450983553454638,Very Often
58,35210.0,4.0,High School,Finance,Mumbai,Female,50.00757917986678,1,2006,42,29,15,4,1.0044729273138833,Very Often
42,69510.0,30.0,PhD,Sales,Delhi,Female,31.60100188117154,9,2024,16,9,34,3,4.745738723804816,Very Often
58,122081.0,5.0,Bachelor,Finance,Delhi,Male,42.781123449211876,12,2015,7,1,19,1,4.353129219379202,Often
27,58674.0,26.0,PhD,IT,Hyderabad,Male,,3,2005,34,28,0,5,1.9261809133457426,Very Often
39,145251.0,,Bachelor,Marketing,Hyderabad,Male,18.179688126210202,4,2008,23,22,2,2,3.3105322060228133,Rarely
36,120025.0,28.0,Master,Finance,Hyderabad,Female,20.15478866549445,0,2012,2,17,16,3,4.206409041494056,Very Often
18,37733.0,27.0,Bachelor,Finance,Delhi,Female,66.697826477659,10,2001,16,6,16,4,2.46614942422671,Often
24,40080.0,15.0,PhD,Marketing,Bangalore,Other,86.69008735859728,2,2013,35,26,19,4,3.9562027812559024,Rarely
21,122200.0,11.0,PhD,IT,Delhi,Male,34.039346823630304,10,2004,39,8,19,4,4.474633427058224,Often
18,73412.0,19.0,Master,HR,Delhi,Male,93.27443251466082,7,2010,16,19,3,2,2.9946153951723846,Rarely
32,144476.0,17.0,PhD,Finance,Mumbai,Other,5.767607361765248,5,2014,29,27,10,5,4.552171086962947,Rarely
57,78971.0,33.0,Master,Sales,Hyderabad,Male,11.851932032144607,2,2005,24,20,14,3,1.8398877512674923,Very Often
29,59709.0,22.0,Master,IT,Pune,Male,,13,2005,21,20,26,4,4.60577439324827,Often
39,,26.0,PhD,IT,Hyderabad,Male,72.34852276285395,11,2015,36,27,23,1,4.221953465013106,Often
39,85480.0,16.0,High School,Finance,Bangalore,Other,37.08369647356092,6,2019,10,17,19,5,4.360261735499415,Rarely
67,131768.0,20.0,PhD,Marketing,Bangalore,Male,55.47472901676015,10,2003,11,28,14,3,1.0179927876343768,Very Often
64,72960.0,39.0,PhD,Finance,Hyderabad,Female,2.8570685642601235,5,2004,20,2,5,3,3.654498823673194,Rarely
34,123550.0,30.0,Bachelor,Finance,Hyderabad,Male,46.18343116711965,4,2005,14,12,17,4,2.602608595204647,Often
46,61152.0,2.0,PhD,Marketing,Delhi,Female,24.25755344751416,7,2012,11,9,21,1,3.4182566670905885,Rarely
63,47250.0,16.0,Bachelor,Sales,Pune,Male,51.63688405358548,7,2013,21,16,20,4,1.3346324681314128,Very Often
31,105765.0,25.0,Bachelor,Marketing,Delhi,Female,52.5833205311437,2,2023,38,2,23,5,1.9459010178599305,Often
67,137265.0,22.0,PhD,Finance,Mumbai,Male,75.31589280770554,7,2012,34,20,16,2,2.405131691992404,Rarely
37,68137.0,5.0,Master,HR,Mumbai,Female,53.98416278669021,9,2009,41,8,10,5,3.87371745733484,Very Often
67,102011.0,27.0,High School,Marketing,Bangalore,Female,61.426917277792136,8,2016,15,16,17,1,3.2116570011112775,Often
65,138922.0,7.0,PhD,Sales,Bangalore,Male,52.96465817300435,12,2023,32,15,34,2,1.0585147355294247,Very Often
50,143360.0,7.0,PhD,Marketing,Pune,Other,99.03774343858296,11,2017,42,5,30,3,2.339102621337368,Rarely
60,141280.0,18.0,Master,Marketing,Bangalore,Male,79.16193619232243,12,2006,48,27,27,4,4.759842571175362,Often
32,66412.0,37.0,Bachelor,IT,Mumbai,Other,75.56450280022727,9,2003,13,17,23,5,1.719402148296838,Very Often
29,63876.0,28.0,Master,IT,Pune,Other,62.72594609937639,2,2023,17,27,35,4,1.9471088900478946,Often
57,114547.0,22.0,Master,Finance,Mumbai,Other,52.83706993308375,10,2021,43,5,23,5,2.229539663665347,Rarely
37,,31.0,Bachelor,Finance,Hyderabad,Other,34.4757139606369,7,2020,15,25,32,4,2.071951875252293,Rarely
47,70227.0,9.0,PhD,Marketing,Hyderabad,Other,78.3967926088211,7,2015,39,5,29,2,1.4869005683212966,Very Often
55,52450.0,26.0,Master,HR,Pune,Other,18.96091663871947,11,2009,2,16,36,4,2.250640844271343,Often
20,104433.0,0.0,Master,Finance,Delhi,Male,3.654889993941912,6,2020,42,20,12,1,3.157724402091839,Rarely
45,93704.0,38.0,PhD,Marketing,Bangalore,Female,69.81720445281012,7,2019,25,9,15,1,3.701118588579421,Very Often
43,,28.0,PhD,Marketing,Pune,Female,14.485169677873355,0,2018,14,1,8,4,3.57142464885281,Very Often
47,127294.0,2.0,High School,Marketing,Bangalore,Male,90.3826082760931,2,2002,35,0,12,3,1.6507034425135299,Very Often
30,81914.0,36.0,Master,Marketing,Mumbai,Male,77.06813869695144,5,2018,26,10,6,1,3.4580967164895173,Often
30,83888.0,30.0,High School,Marketing,Delhi,Male,60.22443778273,11,2022,47,24,34,5,2.433298697639533,Rarely
19,99286.0,10.0,Bachelor,IT,Bangalore,Other,31.392465367460876,14,2023,16,5,25,4,4.287343582306024,Rarely
54,81293.0,21.0,PhD,Sales,Hyderabad,Other,63.794235908984035,6,2012,13,0,8,4,2.4496455111011426,Often
66,102524.0,17.0,PhD,Sales,Hyderabad,Female,47.685668988500574,6,2007,1,15,34,1,4.906274997154103,Rarely
55,88515.0,,High School,Marketing,Mumbai,Male,29.11484678196643,10,2017,26,25,23,3,3.459286013692376,Very Often
19,,5.0,Master,Finance,,Female,94.50789770967906,5,2018,46,8,32,5,2.715916246000805,Very Often
53,27065.0,,Bachelor,HR,,Female,16.18894153664926,14,2017,23,11,20,1,3.0124489388750115,Often
43,57684.0,4.0,Master,Marketing,Mumbai,Other,75.33837494208771,12,2021,39,8,21,1,1.7038124396710206,Very Often
28,108720.0,8.0,Master,HR,Hyderabad,Other,80.00385678918343,11,2018,44,12,38,2,3.7205516091220106,Rarely
25,53365.0,27.0,High School,IT,Hyderabad,Female,95.17946081783289,11,2021,34,6,18,1,4.852270609864904,Rarely
61,78876.0,18.0,Master,Sales,Hyderabad,Other,54.941642980215875,11,2003,3,24,31,5,3.05983320707455,Often
57,43704.0,27.0,High School,IT,Delhi,Other,53.48751610143656,10,2012,25,0,4,2,4.969405996083541,Very Often
60,77857.0,26.0,PhD,Finance,Delhi,Other,92.02892090123392,3,2011,35,28,11,3,1.6018494898455615,Rarely
39,25622.0,,PhD,Finance,Hyderabad,Female,80.10932593411891,4,2014,3,2,39,3,3.550735304622262,Rarely
37,103797.0,37.0,PhD,Marketing,Pune,Female,76.3636479545404,8,2014,33,23,5,1,3.7116579066745983,Rarely
25,130468.0,20.0,Bachelor,Finance,Delhi,Female,78.91370542113123,0,2009,12,2,17,5,2.2468902242494755,Very Often
46,113955.0,26.0,Bachelor,Finance,Bangalore,Male,49.31810914642869,1,2021,39,23,6,3,2.4062598012199006,Rarely
57,120003.0,5.0,Master,IT,Delhi,Female,,4,2018,40,18,18,5,4.781881101517472,Very Often
43,111141.0,37.0,High School,HR,Bangalore,Other,,4,2020,0,3,14,5,3.4477568750809175,Rarely
47,114707.0,10.0,Master,Sales,Delhi,Female,64.29920876642868,11,2007,0,28,8,2,4.126102994614577,Very Often
34,107700.0,16.0,PhD,Finance,Hyderabad,Male,39.616591842927164,6,2018,8,27,19,1,3.9039400613852173,Rarely
37,135404.0,,Master,Finance,Bangalore,Other,60.67702483970031,7,2024,10,11,19,5,3.4439287589191068,Very Often
69,,6.0,Master,IT,Pune,Female,55.16779027412593,9,2008,15,29,3,5,1.1914863437176169,Often
33,99332.0,29.0,Master,Sales,Delhi,Female,43.8660305556885,5,2006,28,3,9,5,3.6507642520978623,Often
63,122390.0,,PhD,IT,Delhi,Other,23.47280214809462,5,2007,35,20,39,1,2.3796515691077182,Often
60,116856.0,0.0,High School,HR,,Female,71.8959890778635,4,2008,14,9,0,2,2.87609375862303,Rarely
24,86201.0,,Master,IT,Bangalore,Male,90.90451297513958,4,2016,38,25,34,5,4.405816176002034,Very Often
33,52694.0,31.0,PhD,Sales,Hyderabad,Other,76.99637189507897,12,2014,1,26,23,4,4.874830122420221,Rarely
62,109766.0,7.0,Bachelor,Sales,Bangalore,Female,12.003823612214926,10,2015,9,3,6,2,3.7771278283055127,Very Often
64,42995.0,4.0,High School,Finance,Delhi,Other,53.794973849978135,7,2006,48,22,21,1,1.9279219643377155,Very Often
65,112320.0,29.0,PhD,HR,Delhi,Female,83.5366182365582,4,2009,10,10,22,3,2.2707545666648703,Rarely
44,100141.0,7.0,Master,Marketing,Delhi,Female,59.09817821036992,5,2018,29,3,0,5,1.5524423530478346,Very Often
40,102999.0,18.0,PhD,Finance,Delhi,Other,43.95691609135377,2,2005,22,10,23,4,3.322810207280447,Often
41,,29.0,High School,IT,Mumbai,Female,28.454634980492088,14,2024,21,16,19,3,4.719665775343266,Rarely
26,67952.0,14.0,Master,IT,Delhi,Female,33.03907505864301,13,2011,41,20,31,3,4.243740370335708,Often
52,143028.0,35.0,Bachelor,Sales,Delhi,Other,24.215683009801037,4,2014,35,27,30,5,3.174553834480335,Often
68,53837.0,26.0,Bachelor,Sales,Bangalore,Female,19.57264513043414,14,2009,28,23,32,5,4.765596891988974,Often
37,90799.0,12.0,Bachelor,Sales,Delhi,Female,58.88651486188296,13,2023,44,21,35,3,4.586998552611849,Rarely
54,68877.0,13.0,PhD,Marketing,Delhi,Other,50.93848036135819,8,2017,31,19,17,4,2.4443024243833458,Often
59,126255.0,36.0,High School,Marketing,Bangalore,Male,73.48330842078829,14,2003,32,19,36,2,3.1991181157208115,Rarely
34,65687.0,29.0,Bachelor,Finance,Delhi,Male,30.792953735820916,2,2010,38,12,32,5,2.1838475073563908,Rarely
64,119667.0,38.0,Master,Marketing,Delhi,Male,46.08240805757971,7,2004,8,16,32,5,1.0350870861211816,Often
48,57276.0,12.0,Master,Sales,Hyderabad,Male,68.03702190502685,14,2012,0,25,4,1,2.8047536482298434,Very Often
25,54523.0,15.0,Master,Finance,Mumbai,Male,96.3233785066177,10,2009,17,12,17,5,4.000441691635926,Very Often
32,86055.0,6.0,PhD,Finance,,Male,,6,2021,49,16,8,1,3.5366800060887607,Rarely
48,74615.0,26.0,High School,HR,Hyderabad,Other,29.82088696133752,3,2006,47,18,30,3,4.707275160237201,Often
47,116642.0,34.0,High School,Marketing,Pune,Other,44.928837092436304,4,2010,21,19,6,4,3.7430968012759727,Rarely
63,130040.0,14.0,Bachelor,IT,Pune,Other,72.38739634635536,7,2003,47,14,14,1,1.565028882584374,Very Often
37,30514.0,27.0,High School,IT,Mumbai,Female,96.15502979670214,9,2003,36,3,3,1,2.0672728597858967,Rarely
56,67456.0,34.0,Master,HR,Pune,Male,53.6536323315956,6,2004,13,17,38,2,1.501365513814961,Rarely
29,27233.0,6.0,Master,Sales,Mumbai,Male,81.24402403965895,9,2024,21,10,7,3,4.178941880430637,Very Often
66,21102.0,19.0,PhD,HR,Pune,Other,46.43998058209934,9,2008,32,8,23,1,4.802782446011148,Often
34,86133.0,,Master,Sales,Pune,Female,3.985712869008673,1,2000,5,15,7,1,1.9050604218939373,Very Often
